sensor_id,receiver_id,time_index,value_db
poi_500_115,poi_500_115,0,40.0
poi_500_115,poi_500_115,1,40.0
poi_500_115,poi_500_115,2,40.0
poi_500_115,poi_500_115,3,40.0
poi_500_115,poi_500_115,4,40.0
poi_500_115,poi_500_115,5,40.0
poi_500_115,poi_500_115,6,40.0
poi_500_115,poi_500_115,7,40.0
poi_500_115,poi_500_115,8,40.0
poi_500_115,poi_500_115,9,50.70975410460015
poi_500_115,poi_500_115,10,51.270519401770606
poi_500_115,poi_500_115,11,51.87562068659175
poi_500_115,poi_500_115,12,52.53010658058807
poi_500_115,poi_500_115,13,53.23958542986525
poi_500_115,poi_500_115,14,54.01005792219671
poi_500_115,poi_500_115,15,55.34922504697255
poi_500_115,poi_500_115,16,56.21008480943824
poi_500_115,poi_500_115,17,57.145325761683736
poi_500_115,poi_500_115,18,58.147812639324805
poi_500_115,poi_500_115,19,51.22022790757435
poi_500_115,poi_500_115,20,52.8520581795157
poi_500_115,poi_500_115,21,54.861747110656424
poi_500_115,poi_500_115,22,55.47093472782254
poi_500_115,poi_500_115,23,55.98406030953669
poi_500_115,poi_500_115,24,56.45179278134731
poi_500_115,poi_500_115,25,57.39631801701946
poi_500_115,poi_500_115,26,55.498518666624676
poi_500_115,poi_500_115,27,59.985267391757695
poi_500_115,poi_500_115,28,59.741310316805105
poi_500_115,poi_500_115,29,59.751713381735385
poi_500_115,poi_500_115,30,60.0123899643025
poi_500_115,poi_500_115,31,56.31395289740862
poi_500_115,poi_500_115,32,56.39839972809522
poi_500_115,poi_500_115,33,58.26174835909776
poi_500_115,poi_500_115,34,58.147426667590906
poi_500_115,poi_500_115,35,58.11700881587785
poi_500_115,poi_500_115,36,58.16705784750368
poi_500_115,poi_500_115,37,57.97701852356396
poi_500_115,poi_500_115,38,56.246225487517485
poi_500_115,poi_500_115,39,60.54771779703466
poi_500_115,poi_500_115,40,60.354061964547306
poi_500_115,poi_500_115,41,60.400121473821926
poi_500_115,poi_500_115,42,60.678670100689594
poi_500_115,poi_500_115,43,57.62132206573951
poi_500_115,poi_500_115,44,57.90649493686776
poi_500_115,poi_500_115,45,59.502264449213165
poi_500_115,poi_500_115,46,59.675460826417684
poi_500_115,poi_500_115,47,59.980708076994645
poi_500_115,poi_500_115,48,60.41421493284283
poi_500_115,poi_500_115,49,57.00771110287525
poi_500_115,poi_500_115,50,57.112809312537856
poi_500_115,poi_500_115,51,60.51169086782032
poi_500_115,poi_500_115,52,60.30236690276305
poi_500_115,poi_500_115,53,60.28737830721837
poi_500_115,poi_500_115,54,60.465695166602714
poi_500_115,poi_500_115,55,57.253000896923126
poi_500_115,poi_500_115,56,56.83271193667213
poi_500_115,poi_500_115,57,60.123651424459865
poi_500_115,poi_500_115,58,59.559895851744
poi_500_115,poi_500_115,59,59.10048889373435
poi_500_115,poi_500_115,60,58.742822965246326
poi_500_115,poi_500_115,61,58.174336963893936
poi_500_115,poi_500_115,62,55.90175872421576
poi_500_115,poi_500_115,63,59.81317385396089
poi_500_115,poi_500_115,64,59.15892053872366
poi_500_115,poi_500_115,65,58.65369645278905
poi_500_115,poi_500_115,66,58.313600681685855
poi_500_115,poi_500_115,67,57.43118926639948
poi_500_115,poi_500_115,68,55.35685061080385
poi_500_115,poi_500_115,69,57.77548034354395
