sensor_id,receiver_id,time_index,value_db
poi_500_115,poi_500_115,0,40.0
poi_500_115,poi_500_115,1,40.0
poi_500_115,poi_500_115,2,40.0
poi_500_115,poi_500_115,3,40.0
poi_500_115,poi_500_115,4,40.0
poi_500_115,poi_500_115,5,40.0
poi_500_115,poi_500_115,6,40.0
poi_500_115,poi_500_115,7,40.0
poi_500_115,poi_500_115,8,40.0
poi_500_115,poi_500_115,9,50.70975410460015
poi_500_115,poi_500_115,10,51.270519401770606
poi_500_115,poi_500_115,11,51.87562068659175
poi_500_115,poi_500_115,12,52.53010658058807
poi_500_115,poi_500_115,13,53.23958542986525
poi_500_115,poi_500_115,14,54.01005792219671
poi_500_115,poi_500_115,15,55.34922504697255
poi_500_115,poi_500_115,16,56.21008480943824
poi_500_115,poi_500_115,17,54.96032411558609
poi_500_115,poi_500_115,18,55.22040856371127
poi_500_115,poi_500_115,19,56.02567379517939
poi_500_115,poi_500_115,20,56.85109277839784
poi_500_115,poi_500_115,21,58.45795893905127
poi_500_115,poi_500_115,22,59.16103741461113
poi_500_115,poi_500_115,23,59.49875953396137
poi_500_115,poi_500_115,24,59.796271054243945
poi_500_115,poi_500_115,25,59.92062173736908
poi_500_115,poi_500_115,26,59.895695825907744
poi_500_115,poi_500_115,27,60.006004930373635
poi_500_115,poi_500_115,28,60.0493293409128
poi_500_115,poi_500_115,29,59.295095114621574
poi_500_115,poi_500_115,30,59.12893937406433
poi_500_115,poi_500_115,31,59.21382677357584
poi_500_115,poi_500_115,32,59.3662225927243
poi_500_115,poi_500_115,33,60.11824085965756
poi_500_115,poi_500_115,34,60.42233901304933
poi_500_115,poi_500_115,35,60.520082017156824
poi_500_115,poi_500_115,36,60.63027763257124
poi_500_115,poi_500_115,37,60.630384543480446
poi_500_115,poi_500_115,38,60.52411066312628
poi_500_115,poi_500_115,39,60.84812279824152
poi_500_115,poi_500_115,40,60.87472828315094
poi_500_115,poi_500_115,41,60.27265599378113
poi_500_115,poi_500_115,42,59.92340140877162
poi_500_115,poi_500_115,43,60.08127130589587
poi_500_115,poi_500_115,44,60.320128389892595
poi_500_115,poi_500_115,45,61.06450184166824
poi_500_115,poi_500_115,46,61.47329992114202
poi_500_115,poi_500_115,47,61.28952672818393
poi_500_115,poi_500_115,48,61.336007777328085
poi_500_115,poi_500_115,49,61.47869783406136
poi_500_115,poi_500_115,50,61.56360753383624
poi_500_115,poi_500_115,51,61.77497695231131
poi_500_115,poi_500_115,52,61.94891354033955
poi_500_115,poi_500_115,53,61.60259861171477
poi_500_115,poi_500_115,54,61.35898892840422
poi_500_115,poi_500_115,55,61.340646356574275
poi_500_115,poi_500_115,56,61.262640924606195
poi_500_115,poi_500_115,57,61.31027838584876
poi_500_115,poi_500_115,58,61.29463109743619
poi_500_115,poi_500_115,59,61.135520820895934
poi_500_115,poi_500_115,60,60.92661757174472
poi_500_115,poi_500_115,61,60.70784365938954
poi_500_115,poi_500_115,62,60.370781366160784
poi_500_115,poi_500_115,63,60.14017478256332
poi_500_115,poi_500_115,64,59.80539710256765
poi_500_115,poi_500_115,65,59.2925514546073
poi_500_115,poi_500_115,66,58.612569504404625
poi_500_115,poi_500_115,67,58.35020462177094
poi_500_115,poi_500_115,68,58.10938996695196
poi_500_115,poi_500_115,69,58.67376109954399
