sensor_id,receiver_id,time_index,value_db
poi_500_115,poi_500_115,0,40.0
poi_500_115,poi_500_115,1,40.0
poi_500_115,poi_500_115,2,40.0
poi_500_115,poi_500_115,3,40.0
poi_500_115,poi_500_115,4,40.0
poi_500_115,poi_500_115,5,40.0
poi_500_115,poi_500_115,6,40.0
poi_500_115,poi_500_115,7,40.0
poi_500_115,poi_500_115,8,40.0
poi_500_115,poi_500_115,9,50.70975410460015
poi_500_115,poi_500_115,10,51.270519401770606
poi_500_115,poi_500_115,11,51.87562068659175
poi_500_115,poi_500_115,12,52.53010658058807
poi_500_115,poi_500_115,13,53.23958542986525
poi_500_115,poi_500_115,14,54.01005792219671
poi_500_115,poi_500_115,15,55.34922504697255
poi_500_115,poi_500_115,16,56.21008480943824
poi_500_115,poi_500_115,17,57.145325761683736
poi_500_115,poi_500_115,18,58.147812639324805
poi_500_115,poi_500_115,19,59.1911447553413
poi_500_115,poi_500_115,20,60.21170289036369
poi_500_115,poi_500_115,21,61.46891156732665
poi_500_115,poi_500_115,22,62.028210899596516
poi_500_115,poi_500_115,23,62.17434369884178
poi_500_115,poi_500_115,24,61.938314000122645
poi_500_115,poi_500_115,25,61.51505984750265
poi_500_115,poi_500_115,26,61.13035292555078
poi_500_115,poi_500_115,27,61.04462155641039
poi_500_115,poi_500_115,28,61.010809843777906
poi_500_115,poi_500_115,29,61.06293403700576
poi_500_115,poi_500_115,30,61.169652569109076
poi_500_115,poi_500_115,31,61.38590696337795
poi_500_115,poi_500_115,32,61.747987228855045
poi_500_115,poi_500_115,33,62.47063723782552
poi_500_115,poi_500_115,34,62.777280958017826
poi_500_115,poi_500_115,35,62.790622544810304
poi_500_115,poi_500_115,36,62.49562538000213
poi_500_115,poi_500_115,37,61.74930553162008
poi_500_115,poi_500_115,38,61.34789682064174
poi_500_115,poi_500_115,39,61.49135325390928
poi_500_115,poi_500_115,40,61.47623841788979
poi_500_115,poi_500_115,41,61.551467622027445
poi_500_115,poi_500_115,42,61.688984600508206
poi_500_115,poi_500_115,43,61.83620540984328
poi_500_115,poi_500_115,44,62.24456705310771
poi_500_115,poi_500_115,45,62.98385443672998
poi_500_115,poi_500_115,46,63.36614028170406
poi_500_115,poi_500_115,47,63.51937447220399
poi_500_115,poi_500_115,48,63.46521401880719
poi_500_115,poi_500_115,49,63.15566372140214
poi_500_115,poi_500_115,50,63.207667694721756
poi_500_115,poi_500_115,51,63.465848368371724
poi_500_115,poi_500_115,52,63.64528215126684
poi_500_115,poi_500_115,53,63.65782286149929
poi_500_115,poi_500_115,54,63.49079031857271
poi_500_115,poi_500_115,55,63.21649978091138
poi_500_115,poi_500_115,56,63.14048640532333
poi_500_115,poi_500_115,57,63.27363760782245
poi_500_115,poi_500_115,58,63.31711253559285
poi_500_115,poi_500_115,59,63.151481829795046
poi_500_115,poi_500_115,60,62.71712491034987
poi_500_115,poi_500_115,61,61.83318229447398
poi_500_115,poi_500_115,62,61.24437389130824
poi_500_115,poi_500_115,63,60.91036094535549
poi_500_115,poi_500_115,64,60.58358571508863
poi_500_115,poi_500_115,65,60.27886161630295
poi_500_115,poi_500_115,66,59.931821008132246
poi_500_115,poi_500_115,67,59.05165896293635
poi_500_115,poi_500_115,68,58.84498950550835
poi_500_115,poi_500_115,69,59.4175021677505
